Entity Status,Name,Unique Entity ID,Expiration Date,NAICS Code,Address Line 1,Address Line 2,City,State/Province,Zip Code,Source
Active,SWR Limited Partnership,NKH6JK2HBGK3,5/14/24,334220,619 INDUSTRIAL PARK RD,,EBENSBURG,PA,15931,
Active,"CONSPEC CONTROLS, INC.",C1GWYRJXDKL3,2/16/24,334513,6 GUTTMAN BLVD,,CHARLEROI,PA,15022,
Active,"OHM LABS, INC.",PVCVZVJM2FU7,1/25/24,334515,611 E CARSON ST,,PITTSBURGH,PA,15203,
Active,TESCOR INC,XFS5XCXUF3X3,6/8/24,221330,341 IVYLAND RD,,WARMINSTER,PA,18974,
Active,"UNITED COMPUTER PRODUCTS CO., INC.",L971GZWZBZ61,1/17/24,334111,1883 E PLEASANT VALLEY BLVD,,ALTOONA,PA,16602,
Active,"Gray Matter Systems, LLC",SALCT2TY2Y57,3/16/24,334112,100 Global View Dr Ste 200,,Warrendale,PA,15086,
Inactive,"R.F. Design & Integration, Inc.",K5B3KG4QPMW3,2/21/21,334220,792 Haunted Lane,,Bensalem,PA,19020,
Inactive,"Vasocom, Inc.",MJ44SUKDNJQ6,3/23/19,334510,2014 Ford Rd Unit G,,Bristol,PA,19007,
Inactive,"ROSSMAN AUDIO, LLC",K8YLMWDQMF28,11/2/14,334310,597 HILLSIDE AVE,,STATE COLLEGE,PA,16803,
Inactive,"Premier Safety & Service, Inc.",Z7AJQHCGKEJ5,4/5/19,334512,Two Industrial Park Dr,,Oakdale,PA,15071,
Active,"STERLING COMPUTER SALES, LLC",CKMRSKEPMBV9,1/26/24,334111,11 LAETITIA LN,,LANDENBERG,PA,19350,
Inactive,"Horizon Signal Technologies, Inc.",KNMYTR9S48E5,10/27/20,334290,5 Corporate Blvd,,Reading,PA,19608,
Inactive,"ETOIMS MEDICAL TECHNOLOGY, LLC",WAV8AWSTXS14,6/26/22,334510,2 BARRISTER CT,,HAVERFORD,PA,19041,
Active,CPI SATCOM AND ANTENNA TECHNOLOGIES INC,P2V1ZE27HD36,5/12/24,334220,60 DECIBEL RD STE 200,,STATE COLLEGE,PA,16801,
Inactive,"LEC SOLUTIONS, LLC",S4V9GK7HS4U7,5/13/15,334513,1208 HARROW HILL COURT,,CORAOPOLIS,PA,15108,
Inactive,PRO BARRIER ENGINEERING LLC,KZKSCTNS6P66,2/12/23,332323,228 GRANDVIEW DR,,HUMMELSTOWN,PA,17036,
Inactive,MTekka LLC,JWM7JH1QBBB7,9/25/18,334112,124 KNOXLYN FARM DR,,KENNETT SQUARE,PA,19348,
Active,"COMPUTATIONAL DIAGNOSTICS, INC.",VWGBAWP955T6,10/31/23,334510,5001 BAUM BLVD,SUITE 530,PITTSBURGH,PA,15213,
Active,WORLDWIDE MEDICAL PRODUCTS INC,RVP1CCPL42P9,12/13/23,326199,128 WHARTON RD,,BRISTOL,PA,19007,
Active,KEYSTONE SAFETY SERVICES INC,X56EXGQ5LT71,6/19/24,115310,25 S 34TH ST,,CAMP HILL,PA,17011,
Inactive,"Medicapture, Inc.",CYD6AGSHV555,2/11/23,334310,2250 Hickory Rd Ste 200,,Plymouth Meeting,PA,19462,
Inactive,ALEXANDER PERRY INC,HXSAW7MVKJG4,7/4/23,236220,6425 DREXEL RD,,PHILADELPHIA,PA,19151,
Active,ARCTICWHITE LLC,NJQBQMJXHKG7,1/19/24,326199,416 APOLLO DR,,BETHLEHEM,PA,18017,
Active,"Dragonfly Pictures, Inc.",H1ZTP7T8TK33,11/23/23,334511,600 W 2ND ST,,ESSINGTON,PA,19029,
Active,DIGITAL PLAZA LLC,NP8FEU4139J4,10/26/23,238210,741 TENNIS AVE,,AMBLER,PA,19002,
Inactive,Muninn Group Inc. ,ZK7RTLJNGQN1,1/27/17,238290,108 Merchant Ln ,,Pittsburgh,PA,15205,
Active,TELETRIX CORP,JNLVEBN3TFH5,2/29/24,334418,2000 GOLDEN MILE HWY,STE C,PITTSBURGH,PA,15239,
Inactive,AMERICAN COMPUTER ASSOCIATES,YP7VLCU8KR29,12/7/18,334111,207 S BALLIET ST,,FRACKVILLE,PA,17931,
Active,S MORANTZ INC,ZZEWR1JXGHG6,1/4/24,334510,9984 GANTRY RD,,PHILADELPHIA,PA,19115,
Active,MHK TECHNOLOGIES INC,PUADLTADGXM5,3/20/24,238210,225 Vine St,STE 1,JOHNSTOWN,PA,15901,
Inactive,CM TECHNOLOGIES CORPORATION,QFA4J4RLCT63,12/14/22,334515,1026 4TH AVE,,CORAOPOLIS,PA,15108,
Inactive,"CFI Sales & Services, Inc",N758CWDHUYD3,8/27/20,238990,367 Church Rd,,Brackney,PA,18812,
Inactive,"Stephens Analytical, Inc. ",DBS3J6HNZPD1,2/24/18,334513,4675 West Chester Pike Ste B ,,Newtown Square,PA,19073,
Active,PAUL DOWNS CABINETMAKERS INC,GRS1YLWPKXY7,2/1/24,238390,401 E 4th St 4th Fl,,Bridgeport,PA,19405,
Inactive,"Microprocess Technolgies, LLC ",NEB5RJ3MSSF5,7/12/18,332710,1862 TOLLGATE RD UNIT D ,,PALM,PA,18070,
Active,"Erector Sets, Inc.",M686CNRFNNB7,2/1/24,238390,4926 Benner St,,Philadelphia,PA,19135,
Inactive,"J & B SOFTWARE, INC.",JXCLGMMQPBN8,9/11/18,334111,510 E TOWNSHIP LINE RD STE 100,,BLUE BELL,PA,19422,
Active,LOCKHEED MARTIN CORP,MAENKG4UJLK8,5/14/24,332322,459 KENNEDY DR,,ARCHBALD,PA,18403,
Active,SABRE SYSTEMS INC,QLZ1KQ9ETZH3,2/27/24,332993,125 COUNTY LINE RD,STE 180,WARMINSTER,PA,18974,
Active,IQE INC,FN2QYYGGLKZ9,10/17/23,334413,119 TECHNOLOGY DR,,BETHLEHEM,PA,18015,
Active,VERE INC,J8Q7F8L74L58,10/20/23,237310,3 SCHREIBER INDUSTRIAL PARK,,NEW KENSINGTON,PA,15068,
Active,CONEXUS INC,YG1PQ8CKWDD5,5/4/24,238210,2700 TURNPIKE INDUSTRIAL PARK,,MIDDLETOWN,PA,17057,
Active,TDI TECHNOLOGIES INC,KML7LB78R5F5,2/20/24,334511,1150 1ST AVE,STE 382,KING OF PRUSSIA,PA,19406,
Active,MAJR PRODUCTS CORP,GL3ZJ22GLNT6,10/5/23,332618,780 SOUTH ST,,SAEGERTOWN,PA,16433,
Active,QUINTECH ELECTRONICS & COMMUNICATIONS INC,RJ8KQMD4GAV9,3/26/24,334220,250 AIRPORT RD,,INDIANA,PA,15701,
Active,MID ATLANTIC MACHINERY INC,NGV2F3YAKCN4,11/28/23,332216,6332 FLANK DR,,HARRISBURG,PA,17112,
Active,ADVANCED TECHNIQUES US INC,DNBBSRKK2XW4,2/23/24,333992,55 STEAM WHISTLE DR,,WARMINSTER,PA,18974,
Inactive,DEBENHAM MEDIA GROUP,H6BBULA8KGS7,8/18/20,334118,416 MILL ST,,CORAOPOLIS,PA,15108,
Active,SNAKE CREEK LASERS LLC,DPFPJNLUBM88,4/5/24,334417,26741 STATE RTE 267,,FRIENDSVILLE,PA,18818,
Inactive,XYKON LLC,JJ54NLBGHPF3,1/31/23,238210,1214 HARRISON ST,,PHILADELPHIA,PA,19124,
Active,Databank Imx LLC,LA7GKLJP72E1,1/17/24,323111,458 Pike Rd,,Huntingdon Valley,PA,19006,
Active,Teletronics Technology Corporation,JKWWHMLK9AM6,3/16/24,334111,15 Terry Dr,,Newtown,PA,18940,
Active,"Zen-tinel, Inc.",NZSQFNX6BNM1,11/8/23,334310,2334 OAKLAND AVE unit 130,,Indiana,PA,15701,
Inactive,"Next Rev Distribution, Inc.",L9UHL7TSKAK4,10/10/20,334515,337 West Chocolate Ave,,Hershey,PA,17033,
Active,KOBOLD INSTRUMENTS INC,MK9KETBKQX79,5/7/24,334513,1801 PARKWAY VIEW DR,,PITTSBURGH,PA,15205,
Inactive,"CORE TECHNOLOGY GROUP, INC.",KKYVK7NLVEC6,12/27/14,334419,2425 MARYLAND RD,,WILLOW GROVE,PA,19090,
Inactive,"Advantech U.S , Inc. ",U1BFEMSDKZF9,3/29/18,334412,160 Industry Dr ,,Pittsburgh,PA,15275,
Active,"COMPUNETICS, INC",NKBVY7K2P6N9,1/9/24,334412,4060 NORBATROL CT,,MURRYSVILLE,PA,15668,
Active,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,GEL6SJFEHAA8,11/3/23,334511,1051 Sheffler Dr Ste D,,Chambersburg,PA,17201,
Active,Microsemi Corp. - High Performance Timing,GFC1EBZC9728,10/10/23,334419,100 Watts St,,Mount Holly Springs,PA,17065,
Active,Oakwood Controls Corporation,NLXFXUGJAN83,1/10/24,332510,159 Industrial Road,,GLEN ROCK,PA,17327,
Inactive,"Trintek Product Integration, Corp. ",KT23PMPF7DZ1,7/2/14,325920,562 Independence Rd ,,East Stroudsburg,PA,18301,
Inactive,CONVERGENT TECHNOLOGY NETWORKS,S1F5N31RDM85,11/20/13,237130,6309 HALLWOOD RD,,VERONA,PA,15147,
Active,"Spectrum Microwave, Inc",TJU4UAD9N5M7,11/21/23,334220,1900 W College Ave,,State College,PA,16801,
Inactive,"Buzby Networks, LLC",Z8QNH9KD99P4,1/15/14,334290,336 S Fraser St Ste 2,,State College,PA,16801,
Active,KONGSBERG PROTECH SYSTEMS USA CORPORATION,LUJCHUXC5AB6,1/11/24,334511,210 INDUSTRIAL PARK RD,,JOHNSTOWN,PA,15904,
Inactive,AMCHEMTEQ INC,F3ZMH3SYKDP1,5/13/16,334516,2514 SHAWN CIR,,STATE COLLEGE,PA,16801,
Inactive,Superior Surgical Limited Liability Company,R2YHDLGTFMC3,5/1/23,334510,321 Jones Blvd Ste 112,,Pottstown,PA,19464,
Inactive,Cereve Inc.,ML5SFEGLDBL8,1/3/14,334510,535 Smithfield St Oliver Building,,Pittsburgh,PA,15222,
Active,SPECIALTY SEAL GROUP INC,JYDYSU7JJ6B6,3/23/24,334413,1001 LLOYD AVE,,LATROBE,PA,15650,
Inactive,"XEROX AUDIO VISUAL SOLUTIONS, INC.",Z79KLNMQZLJ3,1/14/14,334310,14779 CROGHAN PIKE,,MOUNT UNION,PA,17066,
Active,BLUE AVIONICS INC,SGM4EFXA9XP8,6/3/24,334511,212 WELSH POOL ROAD,SUITE C,EXTON,PA,19341,
Inactive,"PROLOGIC, INC.",UPN7PFLGX1A4,2/9/17,334220,4325 SR 51N,,Belle Vernon,PA,15012,
Active,CYBEL LLC,WDTNJ8NXR176,11/15/23,334413,62 HIGHLAND AVE,,BETHLEHEM,PA,18017,
Inactive,"MEDICAL ALARM CONCEPTS HOLDING, INC.",JK2AAFHNX2R4,1/20/17,334511,200 W CHURCH RD STE B,,KING OF PRUSSIA,PA,19406,
Inactive,"Spartronics Williamsport, Inc.",EACMHATMMXH7,4/30/23,334418,2333 Reach Rd,,Williamsport,PA,17701,
Inactive,Asis North America Inc. ,JXNENN56JA39,5/7/18,334111,700 River Ave Ste 334 ,,Pittsburgh,PA,15212,
Active,ANT NORTH AMERICA INC,DJ8XU1YEDWJ6,4/19/24,334510,1617 JOHN F KENNEDY BLVD,STE 821,PHILADELPHIA,PA,19103,
Active,"EBG RESISTORS, LLC",EPFVZQ1JRZW3,9/29/23,334416,460 SPRUCE ST,,MIDDLETOWN,PA,17057,
Active,SPECTRUM DEVICES CORP,D2S4BAK6S4F3,4/24/24,334413,3009A OLD STATE RD,,TELFORD,PA,18969,
Inactive,KANDEL ELECTRONICS INC,EWRKT7431BA7,6/12/18,334515,212 ROESCH AVE,,ORELAND,PA,19075,
Inactive,"CAMERON TECHNOLOGIES US, INC.",RLYHS582JDW8,1/29/22,238210,1000 McClaren Woods Dr,,Coraopolis,PA,15108,
Active,"STRATA Skin Sciences, Inc.",MWNKUMA7AJY6,3/12/24,334510,5 Walnut Grove Dr Ste 140,,Horsham,PA,19044,
Active,Compunetix Inc.,ENKEEGPLQM86,1/4/24,334210,2420 Mosside Blvd Ste 1,,Monroeville,PA,15146,
Inactive,Laser Supply Inc.,FMDLPRGKE9Z6,11/18/21,325992,626 Perimeter Dr,,Downingtown,PA,19335,
Active,BRONKHORST USA INC,YNHRHVJXAKV3,3/1/24,334513,57 S COMMERCE WAY,,BETHLEHEM,PA,18017,
Inactive,J.C.W. LTD,N75RSPVDWQU5,12/30/21,334418,336 POPPS FORD RD,,YORK HAVEN,PA,17370,
Active,"Solar Technology, Inc.",JC1ZMM5JM5W3,3/13/24,334290,7620 Cetronia Rd,,Allentown,PA,18106,
Active,NELSON DESIGN SERVICE INC,DALVXY8ULX85,11/11/23,334418,3501 W MORELAND RD,,WILLOW GROVE,PA,19090,
Active,STAPLETON DAVID J,SAT1Z1LVPAG4,3/12/24,333914,114 BLACKTHORN DR,,BUTLER,PA,16002,
Active,"INDUSTRIAL INSTRUMENTS & SUPPLIES, INC.",LNYKKXGJT9U9,5/31/24,333992,865 CHERRY LANE,,WYCOMBE,PA,18980,
Active,"SMT Manufacturing Group, LLC",KMAVBKFM5HX3,11/15/23,334418,60 S Prospect St Ste 100,,York,PA,17406,
Active,"DACVAL, LLC",JKE1XDM2AEQ4,6/8/24,326121,7341 TULIP ST STE 101,,PHILADELPHIA,PA,19136,
Active,DYNOSI GOVERNMENT SERVICES CORPORATION,HMQJRA2QY1C5,3/26/24,334111,20 S MAIN ST,STE 2A,CHAMBERSBURG,PA,17201,
Active,"AssetGenie, Inc.",P85WMPNUST43,3/2/24,334118,220 Huff Ave Ste 400,,Greensburg,PA,15601,
Active,GAGE-IT INC,TQ95LNMTQ4H3,1/9/24,221320,94 N BRANCH ST,,SELLERSVILLE,PA,18960,
Active,EAGLE SECURE SOLUTIONS LLC,C6SES9EU65R1,12/7/23,334111,115 CUMBERLAND ST,,LEBANON,PA,17042,
Active,Electrogrip Co.,DV5RBKZ328B6,1/19/24,334519,6945 Lynn Way,,Pittsburgh,PA,15208,
Inactive,"ENVIROPTICS, INC.",NBB6UW3YA5Z4,1/21/17,333314,2950 ADVANCE LN STE N,,COLMAR,PA,18915,
Active,WATER TREATMENT SERVICES INC,RB47JNUELBT9,11/17/23,221310,203 TOWNSEND DR,,MONROEVILLE,PA,15146,
Active,TCS SCIENTIFIC CORP,ML1RMLW5RMJ6,11/3/23,334516,6467 STONEY HILL RD,,NEW HOPE,PA,18938,
Active,Automation Distribution Inc,WNNMPKGA5KH6,11/17/23,334419,2398 N Penn Rd,,Hatfield,PA,19440,
Active,Specac Inc.,FJ58MKK2L8E5,10/19/23,334516,414 Commerce Dr Ste 175,,Fort Washington,PA,19034,
Inactive,COMMUNICATIONS SUPPLY CORPORATION,MGJNUQHJTL25,10/20/21,334290,2505 BOULEVARD OF THE GENERALS STE 400,,NORRISTOWN,PA,19403,
Active,TBJ INC,KSKXYD7JZC71,1/30/24,332312,1671 ORCHARD DR,,CHAMBERSBURG,PA,17201,
Active,LASCAR ELECTRONICS INC,JLZQHPN4XMV3,2/20/24,334513,4258 W 12TH ST,,ERIE,PA,16505,
Inactive,"FEDERAL PRISON INDUSTRIES, INC",L2MHVK5MLVE3,7/1/22,326199,6975 Route 59 & Big Shanty Rd,,Lewis Run,PA,16738,
Inactive,"threeRivers 3D, Inc.",PL93ZHBFUM12,3/2/17,334519,978 Route 910,,Pittsburgh,PA,15238,
Active,MACK INFORMATION SYSTEMS INC,GFCCKGJEMAH5,2/13/24,334513,25 SOUTH AVE,,WYNCOTE,PA,19095,
Active,ZIOS GOVERNMENT SOLUTIONS CORPORATION,YLMHXTBJJVL4,6/13/24,323111,211 N CAMAC ST,,PHILADELPHIA,PA,19107,
Active,First Level Inc. ,NTHPEJSM8F95,1/13/24,334413,3109 ESPRESSO WAY ,,YORK,PA,17406,
Inactive,"WC3 INTERNATIONAL, LLC",LEKBHVEWY5C6,3/14/22,238210,"1150 First Avenue, Suite 501",,King of Prussia,PA,19406,
Active,Acutronic USA Inc.,KK84Z9LS5ET4,2/23/24,332510,700 Waterfront Dr,,Pittsburgh,PA,15222,
Active,DUPONT SPECIALTY PRODUCTS USA LLC,JBGHXKGLMPJ3,3/30/24,325992,192 PATTERSON BLVD,,TOWANDA,PA,18848,
Active,ELCOPC LLC,V3ZXW5QURFK1,3/1/24,334519,967 SUNSET HOLLOW RD,,WEST CHESTER,PA,19380,
Inactive,BIOPTECHS INC,S5S3CGVMWPK5,4/2/23,334516,3560 BECK RD,,BUTLER,PA,16002,
Inactive,GTA MARINE,FREEKAL96SH9,5/25/23,333994,33 KRAUSER RD,,DOWNINGTOWN,PA,19335,
Active,"EFFECTIVE SHIELDING COMPANY, INC",JMMRCPNKU2N6,4/26/24,334419,817 LINCOLN AVE,,WEST CHESTER,PA,19380,
Active,"NORTH AMERICAN CABLE EQUIPMENT, INC.",WSSFBP8PH793,2/29/24,334220,1085 ANDREW DR,STE A,WEST CHESTER,PA,19380,
Active,NBS SCIENTIFIC LLC,SL3LPK1NL8G1,4/26/24,334516,1000 ASHWOOD DR,STE 1003,CANONSBURG,PA,15317,
Active,QUASAR GLOBAL TECHNOLOGIES INC,M6KGBUHQGC99,1/9/24,221114,237 N PRINCE ST,STE 205,LANCASTER,PA,17603,
Inactive,MPS SATELLITE SYSTEMS & SERVICES INC,VWJNWT3ELKN5,5/23/23,334220,1155 PHOENIXVILLE PIKE,STE 106,WEST CHESTER,PA,19380,
Inactive,JUERGENSEN DEFENSE CORPORATION,PWK4SKJUF5T3,11/12/22,334419,1448 POLK HILL RD,,ADDISON,PA,15411,
Inactive,MENNEN MEDICAL CORP.,JB26F5JF93B7,11/3/17,334510,290 Andrews Road,,FEASTERVILLE TREVOSE,PA,19053,
Inactive,"USA TECHNOLOGIES, INC.",K6V3HJQU49H6,10/4/13,334515,100 DEERFIELD LN STE 140,,MALVERN,PA,19355,
Inactive,Vacuum Pump Supply LLC,R5WNR3XM51F5,10/4/18,333911,3367 GUN CLUB RD,,NAZARETH,PA,18064,
Inactive,"LASER LAB, INC.",ZJW1RVNCQSH5,2/18/23,334118,1438 W MAIN ST STE A,,EPHRATA,PA,17522,
Active,"Vacuum Processes, Inc",Q35MEBMEHNU5,2/22/24,332420,100 Masters Ave,,Everett,PA,15537,
Active,R. E. DUPILL & ASSOCIATES LTD.,KVFKL6R2UB34,5/30/24,333515,1057 STATE ROUTE 356,,LEECHBURG,PA,15656,
Inactive,"BWI EAGLE, INC.",N7ZMS86WAGP6,1/16/19,334220,105 BONNIE DR,,BUTLER,PA,16002,
Active,DIGITHEAD INC,M1L1JPZ3FNC5,11/21/23,332618,1168 WASHINGTON PIKE,STE 201,BRIDGEVILLE,PA,15017,
Active,Brooks Instrument LLC ,L9Y6GGPQ2LA8,12/1/23,334512,407 W Vine St ,,Hatfield,PA,19440,
Active,"FRANKLIN APPLIED PHYSICS, INC",HX3FPCDWSYD4,10/11/23,334516,98 HIGHLAND AVE SP D3,,OAKS,PA,19456,
Inactive,POLYNETWORKS LLC,D96ND6GLM3J8,2/25/14,334220,214 PRICE AVE STE B11,,NARBERTH,PA,19072,
Active,"Transit Solutions, LLC",TB2LVHEJE4Z7,12/1/23,334310,525 W NEW CASTLE ST STE 1,,ZELIENOPLE,PA,16063,
Inactive,"GLOBAL LINK COMMUNICATIONS, INC.",NLR3XGNMNLK4,9/18/18,238210,3448 PROGRESS DR STE A,,BENSALEM,PA,19020,
Inactive,LEIDOS INC,K53NP3U93LQ1,6/6/23,334511,5000 LETTERKENNY RD,STE 200,CHAMBERSBURG,PA,17201,
Inactive,BOYER AUTOMATION CONTROL ENGINEERING AND CONSTRUCTION,GT36N3E7NMJ9,9/29/14,334513,480 NEW BEDFORD SHARON RD,,WEST MIDDLESEX,PA,16159,
Active,Red Orange North America Inc.,S8NPX3Q8MQH3,1/5/24,221330,500 Office Center Dr Ste 400,,Fort Washington,PA,19034,
Active,"TGI Electronics, LLC",X4JPL372KES9,1/27/24,332313,1120 Mulberry St,,Williamsport,PA,17701,
Active,FLUXX AUDIO INC,T73WNFRFZ8M4,4/26/24,334220,2960 DUSS AVE,,AMBRIDGE,PA,15003,
Inactive,"INTERNATIONAL LOGISTICS SYSTEMS, INC.",CXR3NCSSQKN8,11/8/22,332710,2866 SEVEN VALLEYS RD,,GLEN ROCK,PA,17327,
Inactive,"E-TEL Systems, LLC",KJF5TPW4YEG7,1/14/22,238210,1155 Phoenixville Pike Ste 114-115,,West Chester,PA,19380,
Active,COMSTAR SUPPLY INC,WMKSU1B4UE51,3/2/24,326122,105 KESTREL DR,,COLLEGEVILLE,PA,19426,
Inactive,ARKWOOD PRODUCTS INC,PF98LCNCDXP4,7/4/20,334118,5309 ENTERPRISE BLVD,,BETHEL PARK,PA,15102,
Inactive,L S A Electronics Inc,NGMMFVLLH2D7,2/28/22,325212,"1001 City Ave, APT 610",,Wynnewood,PA,19096,
Active,"TRANSDUCERWORKS, LLC",LJBGZPFMYYA9,4/25/24,334419,2821 EARLYSTOWN RD,,CENTRE HALL,PA,16828,
Active,CAREPOINT MEDICAL SOLUTIONS LLC,CCWKF458W8P4,12/7/23,334510,1538 DEKALB ST,,NORRISTOWN,PA,19401,
Inactive,"Montage Diversity Consultants, LLC",GMCLJ7TM83K9,1/9/22,334220,513 N 39th St,,Philadelphia,PA,19104,
Active,"Valley Precision Tool & Technology, Inc.",V3RNMV4H5SP5,11/3/23,332119,20 CLARKS VALLEY RD,,TOWER CITY,PA,17980,
Inactive,"Shock Solutions, Inc. ",SL94G4ADMTX6,2/2/23,326291,3807 Cinnamon Dr ,,Danielsville,PA,18038,
Active,PARAGON PRINT SYSTEMS INC,WMLJXMNCZ1N8,6/11/24,322230,2021 PARAGON DR,,ERIE,PA,16510,
Inactive,"Morpho Cards USA, Inc. ",HBLCNLU7JXR3,8/14/15,334419,20 Valley Stream Parkway Ste 305 ,,Malvern,PA,19355,
Inactive,MICROGRAPHIC COMPUTER SERVICES INC,D8CPB34ZFK36,11/28/13,238210,1 E TRENTON AVE BLDG #24,,MORRISVILLE,PA,19067,
Active,"Media Supply, Inc.",PWTKMLX5PWH1,11/30/23,334112,208 PHILIPS RD,,EXTON,PA,19341,
Active,FIDELITY TECHNOLOGIES CORP,Q8F5SMKW4CL7,4/3/24,332510,2501 KUTZTOWN RD,,READING,PA,19605,
Inactive,TECHNICAL DEVICES INC,JP5DCP4HZJJ3,5/12/23,334512,283 2ND STREET PIKE,STE 160,SOUTHAMPTON,PA,18966,
Active,THIN FILM INDUSTRIES INC,ZSBJKDVSLWG5,11/2/23,334413,1300 STEEL RD W,,MORRISVILLE,PA,19067,
Active,"PHOENIX BROADBAND TECHNOLOGIES, LLC",CH3ALLGH79J8,6/25/24,334519,2825 STERLING DR,,HATFIELD,PA,19440,
Inactive,"Cal-Chip Electronics, Inc.",GWYSVJ1FZZP4,5/12/23,334413,59 Steamwhistle Dr,,Warminster,PA,18974,
Inactive,"Humanistic Robotics, Inc.",J5GLL8B57MR5,2/5/23,332999,"2014 Ford Rd, Unit F",,Bristol,PA,19007,
Inactive,ASTRA CORPORATION,QSQMVRHMNJL9,1/4/14,334513,21 INDUSTRIAL DR STE B,,WARMINSTER,PA,18974,
Active,WIN TECHNICAL SALES INC,FFXXEM5CPKE1,3/13/24,334512,358 INDIGO WAY,,ALLENTOWN,PA,18104,
Inactive,"MAX OPTICAL, LLC",KF37Z4WYAJL7,8/4/17,334112,142 REBECCA DR,,DOWNINGTOWN,PA,19335,
Active,"NSI Neal Systems, Inc.",NPCQCLJGX395,3/2/24,334513,122 Terry Dr,,Newtown,PA,18940,
Inactive,Mark Covelli Remodeling and General Maintenance,HCDRF6A2UMG9,10/11/17,236115,728 Spring Grove Rd,,Pittsburgh,PA,15215,
Active,ORBIT ADVANCED TECHNOLOGIES INC,QX98PEMJ7AT5,12/14/23,334515,650 LOUIS DR,STE 100,WARMINSTER,PA,18974,
Active,KUPPER ENGINEERING LLC,HJ7RKPLF2DF3,6/27/24,334290,300 BROOKSIDE AVE,BUILDING 14,AMBLER,PA,19002,
Active,CENTRAK INC,SEGPWM5D5Y94,1/6/24,334419,826 NEWTOWN YARDLEY RD,STE 101,NEWTOWN,PA,18940,
Inactive,ET Electric LLC,RMJRTEJF7683,2/12/20,236115,417 Park Ave,,Reading,PA,19611,
Active,Tescan USA Inc. ,LLMSCX34X9M6,1/9/24,334516,765 Commonwealth Dr Suite 101 ,,WARRENDALE,PA,15086,
Active,Laurel Technologies Partnership,JLREE96WGKM5,1/16/24,334111,246 Airport Rd,,Johnstown,PA,15904,
Active,INNOVATIVE SOLUTIONS & SUPPORT INC,RS9LP9JYHGN6,5/4/24,334118,"720, PENNSYLVANIA DRIVE",,EXTON,PA,19341,
Inactive,"PROCHEMTECH INTERNATIONAL, INC.",NANYMKJKH4D8,2/15/17,325998,51 PRO CHEM TECH DR,,BROCKWAY,PA,15824,
Active,"Vocollect, Inc.",KVU3DE1M77M6,2/29/24,334111,2555 SMALLMAN ST STE 200,,PITTSBURGH,PA,15222,
Active,INDUSTRIAL CONTROL & COMPUTER CONSULTANTS INC,CCL5DZFYSHB5,4/23/24,238210,248B W 2ND ST,,WAYNESBORO,PA,17268,
Active,Homewood Products Corporation,YS5EMP6GKPJ6,12/2/23,334416,820 Washington Blvd,,Pittsburgh,PA,15206,
Inactive,"DRS RADAR SYSTEMS, LLC",DUKZRHPDWX88,11/21/15,334511,767 ELECTRONIC DR STE A,,HORSHAM,PA,19044,
Active,Operational Resources International Inc,ZWBNHJHNKAK5,1/16/24,334511,307 Diamond Dr,,Moon Twp,PA,15108,
Active,SIGMA TECHNOLOGY SYSTEMS LLC,K1TBJFX5CSD4,12/19/23,334220,1148 ELIZABETH AVE,STE 3,LANCASTER,PA,17601,
Inactive,"Heintzinger, Dale",EAJ2Y8AJTLF3,11/4/17,334513,236 LIVINGSTON AVE,,PITTSBURGH,PA,15238,
Inactive,"IVYLAND GRAPHICS, INC.",GK9UM74KP8C7,11/24/22,323111,29 INDIAN DR,,WARMINSTER,PA,18974,
Active,ADVANCED COMPUTER AND NETWORK CORPORATION,T85CDE92CK96,5/15/24,334112,5001 BAUM BLVD,STE 680,PITTSBURGH,PA,15213,
Inactive,M & S INTERNATIONAL LLC,MEQNB1F3DP57,8/13/14,326112,132 BATEMAN RD,,LANGHORNE,PA,19047,
Active,"Neya Systems, LLC",UPCAVJK49B56,12/5/23,334511,555 Keystone Drive,,Warrendale,PA,15086,
Active,SILICON POWER CORPORATION,TFNASVA5N1N9,5/17/24,334413,203 PHILIPS RD,,EXTON,PA,19341,
Inactive,"MAINTENANCE RELIABILITY GROUP, LLC",MYEFQW8LL4N7,10/11/14,334513,132 HIGHLAND LN,,BROGUE,PA,17309,
Active,"AEGIS SCIENTIFIC, INC.",R7GREMLNN717,5/21/24,333415,1 IVYBROOK BLVD STE 145R,,WARMINSTER,PA,18974,
Active,TELEFACTOR ROBOTICS LLC,FW5QB2LXXBT1,3/28/24,333310,1094 NEW DEHAVEN ST,,CONSHOHOCKEN,PA,19428,
Inactive,"Long, David",S7NMV47KADD3,1/21/14,334111,525 Koser Rd,,Lititz,PA,17543,
Inactive,Autism Expressed LLC,FBUJJM9L5DS8,3/22/16,334614,1549 S 13th St,,Philadelphia,PA,19147,
Inactive,Fidelity Flight Simulation Incorporated ,GEGKM1VJEUZ4,12/25/20,332510,1815 Parkway View Dr ,,Pittsburgh,PA,15205,
Inactive,"JMS Technology Group, LLC",XEK7JCAZC675,11/16/20,334111,972A N 2nd St,,Philadelphia,PA,19123,
Inactive,DELKTECH SYSTEMS,GG5JGFPKN6W7,9/10/15,334210,1213 VINE ST STE 232,,PHILADELPHIA,PA,19107,
Active,ACUTEDGE INC,YSW7VWRFKVF6,9/29/23,334111,5 GREAT VALLEY PKWY,STE 210,MALVERN,PA,19355,
